,show_id,show_title,brand,union_id,xmin,ymin,xmax,ymax,gender,season,style,category,collar,sleeve,sleeve_type,fabric,contour,clothes_length,technology,texture,accessories,path,done,ori_w,ori_h,ratio,aesthetic,cv_var,cv_lightness,cv_saturation,caption-base,caption-large,face_count,face_loc,face_col,weight,view,look_at_viewer,color_3,color_2,color_1,prompt_image,prompt_clothes,tgt_w,tgt_h
814223,d0327b439c58d2ffb60b3e0f88da22dc,2023春夏北京Kimusso成衣,Kimusso,33_2aee0b1e3d9d9e271506886142dd63bd,0.3113,0.2192,0.7966,0.5462,女装,春夏,街潮#前卫,衬衫,衬衫领,超长袖,基础袖,棉麻,解构,中款,无工艺,纯色,基础扣饰,imgs/show_768/439c8e7a1aea6bcc80f7385052397162_5f03cbde0de5abdf19f0994eef8d5932.png,True,3334.0,5000.0,0.67,5.414636611938477,187.598976409234,52.95516628689237,38.17523306387442,a model walks the runway at the miu show,arafed image of a woman walking down a runway wearing a white shirt and black skirt,1.0,"(172, 435, 251, 356)",1.0,1.0,3.0,False,炽白,亮白,黑白灰,"a full body view photo , a model walks the runway at the miu show , Asian Race","Women's Clothes for Spring and Summer , Street Tide & Midfielder Style Achromatic Color Shirt , M Size , Shirt Collar , Super Long Sleeve in Basic Sleeves Type, Cotton And Linen Fabric , Deconstructed Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
816552,b4d69bca6d91b514d73ddb31b97fdb75,2023春游伦敦Stella McCartney 丝黛拉·麦卡妮成衣,Stella McCartney 丝黛拉·麦卡妮,33_cc2364c3bab3d706b4fa55b2d7051df8,0.1647,0.5081,0.7057,0.9729,女装,秋冬,日常休闲,中长裤,,,,化纤,X型,超长款,印花,动物纹,,imgs/show_768/635f3b778f60323bd8961eb57f80b60f_cd472c46020b27bc461a8d33e0bf71cb.png,True,2732.0,4098.0,0.67,5.312449455261231,281.43833289009115,100.81986829969618,24.760986328125,a woman in a tiger print suit and sunglasses,araffe dressed in a tiger print suit and sandals,0.0,,-1.0,1.0,-1.0,-1,松香色,暗影灰,黑白灰,a woman in a tiger print suit and sunglasses,"Women's Clothes for Autumn and Winter , Daily Leisure Style Achromatic Color Middle Trousers , XL Size , Chemical Fabric , X-Line Contour , Printing Making Technology , Animal Skin Print Texture",768,1152
816553,b4d69bca6d91b514d73ddb31b97fdb75,2023春游伦敦Stella McCartney 丝黛拉·麦卡妮成衣,Stella McCartney 丝黛拉·麦卡妮,33_cc2364c3bab3d706b4fa55b2d7051df8,0.2127,0.2418,0.6402,0.5732,女装,秋冬,复古,西服,翻驳领,中长袖,基础袖,正装面料,X型,中款,无工艺,条纹/波纹,,imgs/show_768/635f3b778f60323bd8961eb57f80b60f_cd472c46020b27bc461a8d33e0bf71cb.png,True,2732.0,4098.0,0.67,5.312449455261231,281.43833289009115,100.81986829969618,24.760986328125,a woman in a tiger print suit and sunglasses,araffe dressed in a tiger print suit and sandals,0.0,,-1.0,1.0,-1.0,-1,海盗黑,暗影灰,黑白灰,a woman in a tiger print suit and sunglasses,"Women's Clothes for Autumn and Winter , Retro Style Achromatic Color Blazer , M Size , Revers Collar , Medium Long Sleeve in Basic Sleeves Type, Suit Fabrics Fabric , X-Line Contour , No process Making Technology , Stripe / Ripple Texture",768,1152
817143,10c2ad52e5a79e87837bf6aa9c4a5357,19/20秋冬巴黎Stella McCartney 丝黛拉·麦卡妮成衣,Stella McCartney 丝黛拉·麦卡妮,33_f2278bb4e380c6e5a16ab1896006676c,0.354,0.4651,0.6647,0.8424,女装,秋冬,复古,中长裤,翻领,中长袖,,呢绒,T型,长款,无工艺,格纹/菱格,,imgs/show_768/5e35db9e7984faa97afb5c27cd1d6a58_3a6604825aa721e66f129689ac768ecd.png,True,2732.0,4098.0,0.67,5.134767532348633,639.5503271505307,130.03790283203125,39.85350093135127,a model walks the runway at the fen fen fen fen fen fen fen fen fen fen fen fen,arafed image of a woman walking down a runway wearing a fur coat,1.0,"(92, 411, 171, 332)",0.0,1.0,3.0,True,深桃木棕#暮光紫,深桃木色#暗灰兰,大地色#紫色,"a full body view photo , a model walks the runway at the fen , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Retro Style Earth Tone & Purple Color Middle Trousers , L Size , Lapel Collar , Wool Fabric , T-Line Contour , No process Making Technology , Grid / Rhombie Texture",768,1152
817144,10c2ad52e5a79e87837bf6aa9c4a5357,19/20秋冬巴黎Stella McCartney 丝黛拉·麦卡妮成衣,Stella McCartney 丝黛拉·麦卡妮,33_f2278bb4e380c6e5a16ab1896006676c,0.228,0.1279,0.7661,0.5622,女装,秋冬,复古,皮毛短外套,翻领,中长袖,裘毛袖,皮草面料,O型,中款,无工艺,纯色,基础拉链,imgs/show_768/5e35db9e7984faa97afb5c27cd1d6a58_3a6604825aa721e66f129689ac768ecd.png,True,2732.0,4098.0,0.67,5.134767532348633,639.5503271505307,130.03790283203125,39.85350093135127,a model walks the runway at the fen fen fen fen fen fen fen fen fen fen fen fen,arafed image of a woman walking down a runway wearing a fur coat,1.0,"(92, 411, 171, 332)",0.0,1.0,3.0,True,烧砖啡#白兰地布朗,肉桂色#砖红,红色,"a full body view photo , a model walks the runway at the fen , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Retro Style Red Color Fur Short Jacket , M Size , Lapel Collar , Medium Long Sleeve in Fur Sleeves Type, Fur & Leather Fabric , O-Line Contour , No process Making Technology , Solid Color Texture , Basic Zipper Accessories",768,1152
817966,96927a0d4a8b0452246847e857213174,2018春夏纽约Katama成衣,Katama,33_aa4f6f847e52b55388a07071ba86e091,0.2941,0.5876,0.7328,0.8609,男装,春夏,日常休闲,短裤,V领,中长袖,无袖,化纤,,短款,无工艺,纯色,,imgs/show_768/17c689291398d610607232277eb36ba6_a4ec9276b86f8b76242deb44c47bd0fc.png,True,2122.0,3184.0,0.67,5.231672286987305,549.2999224989001,156.1496695059317,114.96156706633391,a man standing on a boat in the water,arafed man in red jacket standing on a boat with other men in blue shirts,1.0,"(107, 434, 244, 297)",0.0,1.0,2.0,True,淡兰花色#茜红,淡兰花紫#鲜红,紫色#红色,"a mid-length body view photo , a man standing on a boat in the water , White Race , Look_at_viewer","Man's Clothes for Spring and Summer , Daily Leisure Style Purple & Red Color Shorts , S Size , V-Neck Collar , Medium Long Sleeve in Sleeveless Type, Chemical Fabric , No process Making Technology , Solid Color Texture",768,1152
817967,96927a0d4a8b0452246847e857213174,2018春夏纽约Katama成衣,Katama,33_aa4f6f847e52b55388a07071ba86e091,0.2107,0.2155,0.7738,0.733,男装,春夏,日常休闲,夹克,棒球领,中袖,基础袖,防护功能,H型,中款,无工艺,文字图案,基础拉链,imgs/show_768/17c689291398d610607232277eb36ba6_a4ec9276b86f8b76242deb44c47bd0fc.png,True,2122.0,3184.0,0.67,5.231672286987305,549.2999224989001,156.1496695059317,114.96156706633391,a man standing on a boat in the water,arafed man in red jacket standing on a boat with other men in blue shirts,1.0,"(107, 434, 244, 297)",0.0,1.0,2.0,True,斗牛士#蓝图色,绯红#海军蓝,红色#紫色,"a mid-length body view photo , a man standing on a boat in the water , White Race , Look_at_viewer","Man's Clothes for Spring and Summer , Daily Leisure Style Red & Purple Color Jacket , M Size , Baseball Collar , Middle Sleeve in Basic Sleeves Type, Protection Function Fabric , H-Line Contour , No process Making Technology , Text Pattern Texture , Basic Zipper Accessories",768,1152
818896,4dc045d006d66a5c95a5850439805571,2022春游悉尼Aje成衣,Aje,33_94b2663a5696de20081e006d36e839d0,0.2855,0.3168,0.8225,0.8591,女装,春夏,浪漫/淑女#甜美,礼服,方形领,短袖,层叠袖,,X型,长款,荷叶边#印花,植物/花卉,,imgs/show_768/618a79d3ccb8ccbebcf41644f523e4bc_54493a4dea7c330b775ad41ff3d0ef38.png,True,2574.0,3861.0,0.67,5.527859687805176,1083.8180632353929,97.56198120117188,69.39977123119213,a model walks the runway at the gia dress show,arafed woman in a yellow dress standing in front of a lemon tree,1.0,"(284, 443, 363, 364)",2.0,1.0,3.0,True,甜芥菜色#青香蕉色,淡柠檬黄#黄草绿,黄色#绿色,"a full body view photo , a model walks the runway at the gia dress show , Look_at_viewer","Women's Clothes for Spring and Summer , Romance / Lady & Sweet Style Yellow & Green Color Dresses , L Size , Square Neck Collar , Short Sleeve in Layered Sleeves Type, X-Line Contour , Flounced & Printing Making Technology , Plants / Flowers Texture",768,1152
820290,525d41b07f76c56b97dcbfa4f5e655b8,18/19秋冬纽约Snow Xue Gao成衣,Snow Xue Gao,33_24a7d9315404e0cd4036592180e2d92e,0.2548,0.157,0.7178,0.6197,男装,秋冬,都市,西服,翻驳领,中长袖,拼接袖,正装面料,解构,中款,拼接,撞色/渐变,基础扣饰,imgs/show_768/1d7373a766068ac6e4845165c5e8e7fb_f13c3e68b0d37858abb5d164ea7bc24a.png,True,2119.0,3184.0,0.67,5.106430530548096,493.1288753963588,97.53312739619504,106.97104899088542,a man in a suit and tie walking down a runway,arafed man in a suit and tie walking down a runway,1.0,"(68, 411, 147, 332)",2.0,1.0,3.0,False,礼品紫#炽白,浅豆沙#亮白,紫色#黑白灰,"a full body view photo , a man in a suit and tie walking down a runway","Man's Clothes for Autumn and Winter , Urban Style Purple & Achromatic Color Blazer , M Size , Revers Collar , Medium Long Sleeve in Patchwork Sleeves Type, Suit Fabrics Fabric , Deconstructed Contour , Splicing Making Technology , Bump / Gradient Texture , Basic Buckle Accessories",768,1152
820291,525d41b07f76c56b97dcbfa4f5e655b8,18/19秋冬纽约Snow Xue Gao成衣,Snow Xue Gao,33_24a7d9315404e0cd4036592180e2d92e,0.3393,0.4457,0.5904,0.8178,男装,秋冬,家居服#都市,中长裤,,,基础袖,正装面料,O型,长款,无工艺,格纹/菱格,,imgs/show_768/1d7373a766068ac6e4845165c5e8e7fb_f13c3e68b0d37858abb5d164ea7bc24a.png,True,2119.0,3184.0,0.67,5.106430530548096,493.1288753963588,97.53312739619504,106.97104899088542,a man in a suit and tie walking down a runway,arafed man in a suit and tie walking down a runway,1.0,"(68, 411, 147, 332)",2.0,1.0,3.0,False,薰衣草灰紫#山脊灰,淡紫灰,紫色,"a full body view photo , a man in a suit and tie walking down a runway","Man's Clothes for Autumn and Winter , Leisure Wear & Urban Style Purple Color Middle Trousers , L Size , Suit Fabrics Fabric , O-Line Contour , No process Making Technology , Grid / Rhombie Texture",768,1152
820641,35deb313d233ba0cd5883baef0aac1ae,23/24秋冬纽约Alexandra Grecco婚纱礼服,Alexandra Grecco,33_6c4304fe3c3c731f41e912da3670f648,0.2625,0.2231,0.823,0.9287,女装,春夏,精致/奢华,礼服,圆形领,中长袖,基础袖,,X型,超长款,开衩,纯色,,imgs/show_768/10afcaef6f3526179ab7bb08af4c21fc_5022782b2be028d598daca20ddbec718.png,True,1638.0,2048.0,0.8,5.883250236511231,109.47282804742926,180.7201052065249,10.153481942635995,a woman in a white wedding dress with a sheer - neckline and long sleeves,a woman in a white dress standing in front of a wall,1.0,"(140, 435, 219, 356)",2.0,1.0,3.0,True,灰丁香色,蒸汽蓝,黑白灰,"a full body view photo , a woman in a white wedding dress with a sheer - neckline and long sleeves , Look_at_viewer","Women's Clothes for Spring and Summer , Refined / Luxurious Style Achromatic Color Dresses , XL Size , Round Neck Collar , Medium Long Sleeve in Basic Sleeves Type, X-Line Contour , Slit Making Technology , Solid Color Texture",768,1152
822566,5e7b632a0306455ec8239831e9b311e9,2018春夏雅加达Hannie Hananto成衣,Hannie Hananto,33_e68f5ca040361755d8d997b38ee9dc9a,0.2989,0.2549,0.9678,0.9922,女装,秋冬,前卫,连衣裙,立领,中长袖,基础袖,化纤,S型,长款,拼接,撞色/渐变,,imgs/show_768/b2400fab86eb0128c4e1edf89f2aa0db_978a6d526595c7f37a8cee3d601c1a7e.png,True,1365.0,2048.0,0.67,5.19215202331543,264.8229286948153,95.336910671658,132.30751659252024,a woman in a colorful dress and red scarf,arafed woman in a colorful dress and a red scarf on a runway,1.0,"(194, 474, 289, 379)",2.0,1.0,2.0,False,夜蓝色#焦糖咖啡褐,蔷薇辉石#焦糖咖啡色,紫色#红色,"a mid-length body view photo , a woman in a colorful dress and red scarf","Women's Clothes for Autumn and Winter , Midfielder Style Purple & Red Color Dress , L Size , Stand Collar , Medium Long Sleeve in Basic Sleeves Type, Chemical Fabric , S-Line Contour , Splicing Making Technology , Bump / Gradient Texture",768,1152
823878,4163f0d04733752c45296d406833ab50,18/19秋冬基辅Iva Nerolli成衣,Iva Nerolli,33_4900a55a46f33992dc429cec79fb18aa,0.3343,0.1771,0.6829,0.681,女装,春夏,浪漫/淑女#性感,连衣裙,单肩领,中长袖,基础袖,真丝 / 丝绸,不对称,短款,开衩#抽褶,纯色,,imgs/show_768/1bd495394813acdae79c4cc983a2abdb_447f2c977137886b668321f790f39d76.png,True,700.0,1050.0,0.67,5.652417182922363,566.750872320272,155.29108683268228,227.43612444842304,a model walks the runway at the lvf fashion show,a woman in a dress and yellow shoes walking down a runway,1.0,"(100, 435, 179, 356)",0.0,1.0,3.0,False,云白,雪白,大地色,"a full body view photo , a model walks the runway at the lvf fashion show , White Race","Women's Clothes for Spring and Summer , Romance / Lady & Sexy Style Earth Tone Color Dress , S Size , Single Shoulder Collar , Medium Long Sleeve in Basic Sleeves Type, Silk Fabric , Asymmetric Contour , Slit & Shir Making Technology , Solid Color Texture",768,1152
824493,335711234a418fdf12c2500f815b8dbe,2019春夏巴黎ALAIA 阿莱亚成衣,ALAIA 阿莱亚,33_8350ea1cb89e1f2e67e8988813e422c4,0.2745,0.1601,0.7057,0.694,女装,春夏,浪漫/淑女,吊带连衣裙,V领,无袖,无袖,雪纺,A型,短款,印花,植物/花卉,,imgs/show_768/a12798446ec70abaeaa87b8dd8fc42f5_4032900c92bf37477b2916d07bbf4ca8.png,True,1366.0,2049.0,0.67,4.895144462585449,309.5464692231566,212.55719785337087,16.438884593822337,a woman in a dress with a white background,a woman in a dress standing in front of a white wall,1.0,"(76, 411, 155, 332)",0.0,1.0,3.0,True,月岩色#正灰色,冰河灰#正灰,黑白灰,"a full body view photo , a woman in a dress with a white background , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Romance / Lady Style Achromatic Color Sling Dress , S Size , V-Neck Collar , Sleeveless , Chiffon Fabric , A-Line Contour , Printing Making Technology , Plants / Flowers Texture",768,1152
827579,4b985452b7e21820bd1b40605f4f41cb,18/19秋冬米兰Hunting World成衣,Hunting World,33_21e39c5b9a59928a207c6d7354654e0b,0.3506,0.4237,0.6335,0.9034,男装,秋冬,复古,中长裤,,,,化纤,,长款,无工艺,纯色,成品腰带,imgs/show_768/5dda15b1b2bd6fff0328436da4b8e32f_6c455680d6820cd396d391fa68119f50.png,True,2570.0,3861.0,0.67,5.620312690734863,235.29660477589243,137.57355075412326,35.39453690140336,a man walking down a runway with a suitcase,arafed man walking down a runway with a suitcase and a scarf,1.0,"(79, 426, 174, 331)",0.0,1.0,3.0,True,松香色,暗影灰,黑白灰,"a full body view photo , a man walking down a runway with a suitcase , White Race , Look_at_viewer","Man's Clothes for Autumn and Winter , Retro Style Achromatic Color Middle Trousers , L Size , Chemical Fabric , No process Making Technology , Solid Color Texture , Finished Belt Accessories",768,1152
828344,82907c3aca8f1240153b9e6e7b5f41e1,2020春夏巴黎TATRAS成衣,TATRAS,33_1d8264addabff6864c0cd69cd326fa5e,0.2956,0.2417,0.6806,0.5927,女装,春夏,日常休闲,夹克,立领,中长袖,,防护功能,H型,中款,印花,动物纹,基础拉链,imgs/show_768/d1e8604fa8913dcc3697ab68f8ea9b86_303d5f1ffd26f2f028bec7fa33dedaae.png,True,1800.0,2698.0,0.67,5.3000922203063965,1416.084381915066,141.5159652144821,83.30449535228588,a model walks the runway at the mo fashion show,araffe wearing a zebra print jacket and black pants,1.0,"(196, 411, 275, 332)",0.0,1.0,3.0,False,巧克力酱色#炽白,咖啡色#亮白,大地色#黑白灰,"a full body view photo , a model walks the runway at the mo fashion show , White Race","Women's Clothes for Spring and Summer , Daily Leisure Style Earth Tone & Achromatic Color Jacket , M Size , Stand Collar , Protection Function Fabric , H-Line Contour , Printing Making Technology , Animal Skin Print Texture , Basic Zipper Accessories",768,1152
828345,82907c3aca8f1240153b9e6e7b5f41e1,2020春夏巴黎TATRAS成衣,TATRAS,33_1d8264addabff6864c0cd69cd326fa5e,0.3722,0.5704,0.6206,0.8792,女装,春夏,民族风,中长裤,,,,化纤,,长款,拼接,动物纹#条纹/波纹,基础绳带,imgs/show_768/d1e8604fa8913dcc3697ab68f8ea9b86_303d5f1ffd26f2f028bec7fa33dedaae.png,True,1800.0,2698.0,0.67,5.3000922203063965,1416.084381915066,141.5159652144821,83.30449535228588,a model walks the runway at the mo fashion show,araffe wearing a zebra print jacket and black pants,1.0,"(196, 411, 275, 332)",0.0,1.0,3.0,False,巧克力酱色,咖啡色,大地色,"a full body view photo , a model walks the runway at the mo fashion show , White Race","Women's Clothes for Spring and Summer , Ethnic Style Earth Tone Color Middle Trousers , L Size , Chemical Fabric , Splicing Making Technology , Animal Skin Print & Stripe / Ripple Texture , Basic Rope Accessories",768,1152
829436,87185c2824e55a3c71238fed14e2b3e8,18/19秋冬里加Narciss By Alise Trautmane成衣,Narciss By Alise Trautmane,33_d77583e5a6ba9e5dbd5cad89ab48c4a1,0.3213,0.2651,0.6251,0.6226,女装,春夏,浪漫/淑女,连衣裙,单肩领,中长袖,,化纤,不对称,中款,层叠#抽褶#褶裥#拼接,撞色/渐变,,imgs/show_768/d6c8bc60f01adb8995799aee49e928e1_c6f005f4436ba837f2c874a674f296fb.png,True,1363.0,2048.0,0.67,4.993756771087647,147.46862785973488,65.55214549877026,35.5727143464265,a model walks the runway at the fashion show,arafed woman in a black dress and black gloves walking down a runway,1.0,"(220, 411, 299, 332)",0.0,1.0,3.0,True,踢踏舞鞋色,深黑,黑白灰,"a full body view photo , a model walks the runway at the fashion show , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Romance / Lady Style Achromatic Color Dress , M Size , Single Shoulder Collar , Chemical Fabric , Asymmetric Contour , Cascading & Shir & Pleat & Splicing Making Technology , Bump / Gradient Texture",768,1152
829437,87185c2824e55a3c71238fed14e2b3e8,18/19秋冬里加Narciss By Alise Trautmane成衣,Narciss By Alise Trautmane,33_d77583e5a6ba9e5dbd5cad89ab48c4a1,0.3903,0.5947,0.5488,0.8125,女装,春夏,浪漫/淑女,中长裤,,,,特殊面料,常规型,长款,无工艺,纯色,,imgs/show_768/d6c8bc60f01adb8995799aee49e928e1_c6f005f4436ba837f2c874a674f296fb.png,True,1363.0,2048.0,0.67,4.993756771087647,147.46862785973488,65.55214549877026,35.5727143464265,a model walks the runway at the fashion show,arafed woman in a black dress and black gloves walking down a runway,1.0,"(220, 411, 299, 332)",0.0,1.0,3.0,True,咖啡豆棕#爪哇色,咖啡色,大地色,"a full body view photo , a model walks the runway at the fashion show , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Romance / Lady Style Earth Tone Color Middle Trousers , L Size , Special Fabric , Conventional Contour , No process Making Technology , Solid Color Texture",768,1152
